419910.2013	0.849910437	-4170750.71	10.83520062 4.218812319 1.072252487	-460856.1869  2425832.616  519825.4305	
419951.0285	0.8512037577	27107.80273	10.82592416 4.217622118 1.066838085	-5885.801968 -15300.52054 -23.23319329	
419894.2753	0.8505568196	26164.6811	10.83057088 4.218201802 1.069547582	-5885.271759 -15340.25719 -8.533216597	
419891.2451	0.8514181877	27688.30229	10.83125548 4.219937653 1.070358199	-5859.199215 -15263.99568 -15.00903161	
419862.8778	0.8524016979	29546.10242	 10.8349791 4.222567614 1.070973217	-5818.296359 -15169.05829 -23.84597224	
419837.0732	0.8533864905	31418.56342	10.83868685 4.225204431 1.071574523	-5777.506514 -15073.84752 -32.75955371	
452098.6929	0.8628271266	-6918774.73	10.90909146 4.262538741 1.070032054	-239935.8797  4026758.087  790521.7507	
426155.593	0.8580922122	-6841915.599	10.87476525 4.243256884 1.071254424	-466199.2418  3985088.923  813553.6201	
419695.1658	0.855735709	36301.34707	10.85692893  4.23402196 1.071547858	-5645.216828 -14818.83831 -60.12828924	
421637.4057	0.8569130492	-6829238.252	10.86590031 4.238594934 1.071431661	-525699.1511  3975262.342  818584.2387	
419746.225	0.8563241513	-4505332.279	10.86142765  4.23629642 1.071497725	-369935.6671  2623802.248  543523.7123	
419828.2818	0.8533133226	31322.21292	10.83958908 4.225262118 1.071286118	-5776.100796 -15077.86574  -33.0405228	
419742.1801	0.8548172433	34411.2173	10.85057846 4.230700971 1.071443809	-5693.883604 -14916.80446  -49.8966042	
419732.3832	0.8537489324	32496.94985	10.85015454 4.228695008 1.070318105	-5724.252929 -15010.38732 -42.25674046	
419671.765	0.8499223594	25911.02436	10.85443379 4.222330694 1.067375964	-5811.322763 -15332.59332 -12.33722031	
421664.1779	0.84367218	-6752916.081	10.87373622 4.214235777 1.065079256	-520597.7062  4040639.464  822312.5062	
419590.9262	0.846790737	20852.34334	10.86429497 4.218192015 1.066214098	-5857.270085 -15579.67621  15.16395617	
449281.3751	0.8356457588	-6754998.547	 10.9181989 4.208859594   1.0667074	-247543.9139  4144182.669  861239.7798	
430054.2388	0.8411972615	-6748023.303	 10.8929467 4.213239244 1.066539739	-401520.1826  4076572.453  840502.1999	
423170.6955	0.8439887402	-6754153.588	10.87908449 4.215637693 1.066400363	-484295.7036   4044475.16  829929.9994	
420517.3058	0.8453884223	-6759989.465	10.87181096  4.21689451 1.066313634	-527288.4158  4028876.699  824575.1521	
419565.6741	0.8460892504	-682805.1959	10.86808397 4.217538064 1.066265541	-62139.61151  402492.2608  85147.73333	
419559.559	0.8483558965	23605.31894	10.86800587 4.221498455 1.068245671	 -5802.17546 -15439.13632  5.199170815	
419540.5631	0.8499374438	26401.44332	10.87095997 4.224689013 1.070150001	-5749.515567 -15298.21242 -5.391299496	
419478.276	0.8535507747	33063.03271	10.88387462 4.232377604 1.075115325	-5607.307245 -14964.96485 -28.65314746	
419378.3532	0.8560975535	38120.20077	10.90647349 4.237893829 1.079419063	-5461.158108 -14714.17082 -43.96768781	
419130.6482	0.8571358289	40959.48155	10.96363458 4.237223651 1.081689163	-5240.410255 -14579.73997 -51.76990406	
418761.7085	0.852470627	33586.29206	11.04739078  4.21907903 1.074932401	-5071.184727 -14957.99267 -28.06525301	
423471.5996	0.843995753	-6371506.067	11.12912244 4.194757905 1.064819711	 1161530.35  3907120.21 819487.5695	
418579.658	0.8482212109	26631.29764	11.09177744 4.206337044 1.069776011	-5014.553689 -15310.93895 -2.453486819	
467403.3275	0.8388553099	-6411091.033	11.16903276  4.18347641 1.060657388	1442136.749 3917943.716 809257.7011	
430648.9857	0.8435235027	-6383591.367	11.13427252 4.194081334 1.064984161	1196676.321 3910508.978 822176.6239	
418497.3172	0.8458686601	22862.99845	11.11412726 4.199991807 1.067326352	 -4986.81621 -15502.66068  12.72004326	
496840.6178	0.8368160942	-6460657.793	11.18750413 4.179952082 1.060075418	 1574076.24 3928535.292 812258.9917	
452851.259	0.8413285344	-6405997.264	11.15477272 4.189120396 1.063464493	 1338720.59 3914235.818  819596.229	
432919.8376	0.8435951299	-6389351.64	11.13559466  4.19432236 1.065335537	1205202.385 3910909.688 824248.5501	
423683.6131	0.8447310273	-6384535.899	11.12516976 4.197096054 1.066316157	1133733.189 3910294.905 826819.5498	
419282.808	0.8452996267	-6383137.153	11.11972876 4.198528359 1.066817607	1096710.902 3910260.711 828164.4387	
418487.1711	0.8455840891	22415.16974	11.11694847 4.199256152 1.067071076	 -4982.81913 -15525.42359  14.65842033	
418482.2016	0.8454418443	22191.61614	11.11834368 4.198891278 1.066944114	-4980.857628 -15536.79015  15.62869165	
418743.7257	0.8453707321	-6383010.095	11.11903748 4.198709575 1.066880804	1092019.817 3910267.855 828334.9316	
418527.6342	0.8454062874	-3074200.701	 11.1186909 4.198800365 1.066912445	524201.5658 1882300.001 400488.1533	
418487.5685	0.8454240657	-866315.6873	11.11851737 4.198845806 1.066928276	146704.3992 529045.1064 114936.8169	
418490.1528	0.8463350635	23665.94306	11.12121778 4.199047898 1.066884215	-4952.840442  -15467.1987  6.291709288	
418485.6315	0.8458794255	22913.12508	11.11987009 4.198947401  1.06690642	-4966.720713 -15502.74766  11.02295073	
418480.5403	0.8462656704	23575.10301	11.12573011 4.198124527 1.066499856	-4938.705175 -15473.66157  5.579067175	
418464.2098	0.8467615668	24442.64869	11.15084311 4.192331378   1.0628395	-4843.747361  -15448.8946 -12.00720064	
421736.9267	0.8456409849	-6289781.305	11.17026619 4.185231387 1.057598746	1426630.425 3817608.443 766672.6639	
419697.866	0.8462010657	-6306470.671	11.16072154 4.188755394  1.06020095	 1362362.02 3831545.236 781876.9057	
418858.6774	0.8464812637	-6315544.415	11.15582481 4.190537233 1.061515954	1329509.935 3838615.966 789545.7595	
418524.2552	0.8466214021	-3564902.154	11.15334468 4.191432815 1.062176697	 740625.121 2166856.849 448829.2312	
418467.7117	0.8466914812	-708915.4876	11.15209659  4.19188173 1.062507846	146431.6377 430418.7037 91871.96312	
418463.7795	0.8467265232	-23948.36059	11.15147052 4.192106464  1.06267361	5095.154811 13939.12671 6050.634115	
418462.426	0.8462218496	23535.6906	11.14915359 4.191959244 1.062317887	-4860.460186 -15492.85213 -8.198700683	
418461.144	0.8450251488	21539.82156	11.14523207 4.191159673 1.061085156	  -4898.125094   -15589.93702 -0.04968506614	
